2134	11:44	11:51	11:53	11:56	11:58	12:03	12:08	12:12	12:19	12:28	12:39	12:43	12:46	12:48	12:52	12:54	12:57	13:00	13:03	13:10														
2136	12:09	12:16	12:18	12:21	12:23	12:28	12:33	12:37	12:44	12:53	13:04	13:08	13:11	13:13	13:17	13:19	13:22	13:25	13:28	13:35														
2140	12:39	12:46	12:48	12:51	12:53	12:58	13:03	13:07	13:14	13:23	13:34	13:38	13:41	13:43	13:47	13:49	13:52	13:55	13:58	14:05														
2144	13:09	13:16	13:18	13:21	13:23	13:28	13:33	13:37	13:44	13:53	14:04	14:08	14:11	14:13	14:17	14:19	14:22	14:25	14:28	14:35														
2358																											15:02	15:11	15:21	15:31	15:39	15:44	15:50	16:05
2360																											15:52	16:01	16:11	16:21	16:29	16:34	16:40	16:55
2146	13:43	13:50	13:52	13:55	13:57	14:02	14:07	14:11	14:18	14:27	14:38	14:42	14:45	14:47	14:51	14:53	14:56	14:59	15:02	15:14	15:18													
2148	14:10	14:17	14:19	14:22	14:24	14:29	14:34	14:38	14:45	14:54	15:05	15:09	15:12	15:14	15:18	15:20	15:23	15:26	15:29	15:38	15:44	15:49	15:53	15:59	16:06	16:09	16:18	16:28	16:38	16:47	16:56	17:00	17:07	17:22
2152	14:38	14:45	14:47	14:50	14:52	14:57	15:02	15:06	15:13	15:22	15:33	15:37	15:40	15:42	15:46	15:48	15:51	15:54	15:57	16:04														
2154	15:05	15:12	15:14	15:17	15:19	15:24	15:29	15:33	15:40	15:49	16:00	16:04	16:07	16:09	16:13	16:15	16:18	16:21	16:24	16:31														
2362																											17:25	17:34	17:44	17:54	18:02	18:07	18:13	18:28
2158	15:28	15:35	15:37	15:40	15:42	15:47	15:52	15:56	16:03	16:12	16:23	16:27	16:30	16:32	16:36	16:38	16:41	16:44	16:47	17:01	17:06	17:11	17:15	17:22	17:28	17:32	17:41	18:03	18:13	18:22	18:31	18:35	18:42	18:57
2160	15:46	15:53	15:55	15:58	16:00	16:05	16:10	16:14	16:21	16:30	16:41	16:45	16:48	16:50	16:54	16:56	16:59	17:02	17:05	17:12														
2164	16:11	16:18	16:20	16:23	16:25	16:30	16:35	16:39	16:46	16:55	17:06	17:10	17:13	17:15	17:19	17:21	17:24	17:27	17:30	17:37														
2166	16:36	16:43	16:45	16:48	16:50	16:55	17:00	17:04	17:11	17:20	17:31	17:35	17:38	17:40	17:44	17:46	17:49	17:52	17:55	18:04	18:09	18:14	18:18	18:24	18:31	18:34	18:48	18:57	19:07	19:17	19:25	19:30	19:36	19:51
2170	17:01	17:08	17:10	17:13	17:15	17:20	17:25	17:29	17:36	17:45	17:56	18:00	18:03	18:05	18:09	18:11	18:14	18:17	18:20	18:27														
2172	17:26	17:33	17:35	17:38	17:40	17:45	17:50	17:54	18:01	18:10	18:21	18:25	18:28	18:30	18:34	18:36	18:39	18:42	18:45	18:54	18:59	19:04	19:08	19:14	19:21	19:24	19:45	20:09	20:19	20:29	20:37	20:42	20:48	21:03
2174	17:38	17:45	17:47	17:50	17:52	17:57	18:02	18:06	18:13	18:22	18:33	18:37	18:40	18:42	18:46	18:48	18:51	18:54	18:57	19:04														
2176	18:06	18:13	18:15	18:18	18:20	18:25	18:30	18:34	18:41	18:50	19:01	19:05	19:08	19:10	19:14	19:16	19:19	19:22	19:25	19:32														
2178	18:28	18:35	18:37	18:40	18:42	18:47	18:52	18:56	19:03	19:12	19:23	19:27	19:30	19:32	19:36	19:38	19:41	19:44	19:47	19:54														
2180	18:56	19:03	19:05	19:08	19:10	19:15	19:20	19:24	19:31	19:40	19:51	19:55	19:58	20:00	20:04	20:06	20:09	20:12	20:15	20:22														
2182	19:21	19:28	19:30	19:33	19:35	19:40	19:45	19:49	19:56	20:05	20:16	20:20	20:23	20:25	20:29	20:31	20:34	20:37	20:40	20:47														
2186	19:56	20:03	20:05	20:08	20:10	20:15	20:20	20:24	20:31	20:40	20:51	20:55	20:58	21:00	21:04	21:06	21:09	21:12	21:15	21:22														
2190	20:22	20:29	20:31	20:34	20:36	20:41	20:46	20:50	20:57	21:06	21:17	21:21	21:24	21:26	21:30	21:32	21:35	21:38	21:41	21:48														
2194	20:55	21:02	21:04	21:07	21:09	21:14	21:19	21:23	21:30	21:39	21:50	21:54	21:57	21:59	22:03	22:05	22:08	22:11	22:14	22:21														
2198	21:20	21:27	21:29	21:32	21:34	21:39	21:44	21:48	21:55	22:04	22:15	22:19	22:22	22:24	22:28	22:30	22:33	22:36	22:39	22:46														
2564																											22:55	23:05	23:21	23:31	23:39	23:43	23:50	0:07
